70.23816927	22.9901132
70.24158813	22.98099526
70.24564021	22.97721837
70.24372633	22.96381791
70.24289227	22.94847865
70.24752575	22.92546934
70.25082908	22.89640907
70.25075095	22.86978544
70.24908297	22.84312664
70.24719335	22.81845063
70.2468638	22.80048913
70.24941846	22.77801972
70.24930466	22.75607758
70.24849541	22.73608492
70.25286388	22.71898083
70.25786289	22.70589232
70.25858549	22.69195698
70.25866234	22.6746813
70.25983445	22.65941405
70.2585795	22.64076081
70.26379979	22.62167308
70.26607684	22.61642578
70.2654419	22.60445
70.26502443	22.60042108
70.26416416	22.59175502
70.26511006	22.57517666
70.26833174	22.5559848
70.26877187	22.55400138
70.27393834	22.55616712
70.27799882	22.55431809
70.27713719	22.54231121
70.27652915	22.52496668
70.27886381	22.50507955
70.28227251	22.48388514
70.28571593	22.46536247
70.29133026	22.4595178
70.2929682	22.44157207
70.29435812	22.42096049
70.29802808	22.40041846
70.3005258	22.38781904
70.31019041	22.38272829
70.32097237	22.3756953
70.32550029	22.36312409
70.32847545	22.34451067
70.33566774	22.33267638
70.34641229	22.33892932
70.35333589	22.3564978
70.3579769	22.38132044
70.36016998	22.40340819
70.35611436	22.41400399
70.35294757	22.42192964
70.35152724	22.43791131
70.34747718	22.4444855
70.33983447	22.45160834
70.33241737	22.46073344
70.32922049	22.46797359
70.33305851	22.47076297
70.34336309	22.47442641
70.35169105	22.46530914
70.36024893	22.45219681
70.36810973	22.44908159
70.37211018	22.45991166
70.37452715	22.48337203
70.37375724	22.50473915
70.36835809	22.5099138
70.36277666	22.50708476
70.35847365	22.51161253
70.36114087	22.51906266
70.36513929	22.53188797
70.37100001	22.53139756
70.37861626	22.53033227
70.38394645	22.5431833
70.38547879	22.55997843
70.38275584	22.56923497
70.37668476	22.5675757
70.3692775	22.56743772
70.36144292	22.56517076
70.35739052	22.56703175
70.35847662	22.57640833
70.36653255	22.58071626
70.37528254	22.58303624
70.38155495	22.58190867
70.38802748	22.59085545
70.39114179	22.6030023
70.38883355	22.61630935
70.38203632	22.62940551
70.37463751	22.6331675
70.36744993	22.63356016
70.36073016	22.63729833
70.35908591	22.64593837
70.36356383	22.65413263
70.37480629	22.64989112
70.38491974	22.64157771
70.39411895	22.64127086
70.39658907	22.64536801
70.39583934	22.66074251
70.39712099	22.67485103
70.39280875	22.68670689
70.38514359	22.69578024
70.37753202	22.69010182
70.36833473	22.68639014
70.36247027	22.69284169
70.35595286	22.69857949
70.34766911	22.69692905
70.34002717	22.69327022
70.33308648	22.69229797
70.32880478	22.69680522
70.32928086	22.69683509
70.33058697	22.70023548
70.3375312	22.70051585
70.34802774	22.71497164
70.35650758	22.72599405
70.36280535	22.72295149
70.3677518	22.71913769
70.37022672	22.71588938
70.37628402	22.72018238
70.38639567	22.71990484
70.39131548	22.7214633
70.39369856	22.73626517
70.3947283	22.75841899
70.39241892	22.7723637
70.38634039	22.77346006
70.3841146	22.77533195
70.38400569	22.79339233
70.37951086	22.79585597
70.37236316	22.78618493
70.36633521	22.78055833
70.36225647	22.79043379
70.3586435	22.79291758
70.354004	22.77734159
70.35181246	22.77189384
70.35016882	22.7831806
70.34636032	22.78300842
70.34000443	22.79675594
70.33277939	22.8044258
70.3273609	22.81150846
70.3318074	22.82174006
70.34186168	22.82620473
70.34567248	22.83105496
70.3429184	22.84361932
70.34483534	22.86106803
70.33964428	22.86613541
70.33553572	22.87997852
70.33147661	22.88378131
70.32591842	22.87481166
70.31897533	22.86913977
70.3193878	22.8778482
70.32200892	22.8926434
70.32275664	22.9153789
70.32589773	22.91883873
70.3286196	22.91497428
70.3328099	22.92723884
70.33383993	22.9446326
70.32997508	22.94909535
70.32392129	22.94812314
70.31791753	22.93846133
70.30836721	22.92395979
70.3012513	22.91226924
70.29675512	22.91003981
70.29559011	22.91795514
70.29978353	22.93352279
70.30550272	22.95111876
70.30366715	22.9583849
70.29847453	22.96210714
70.29617209	22.97528607
70.29097558	22.98033805
70.28330646	22.98723035
70.27603341	22.99948149
70.26928281	23.00509275
70.26272078	23.00874672
70.25622369	23.01037564
70.25108606	23.00742337
70.24708129	22.99924588
70.24375419	22.99440188
70.24150123	22.99426417
70.23816927	22.9901132
