56.74934035	2.53757041	
56.83037882	2.498491145	
56.83267609	2.497379923	
56.91601193	2.457003309	
56.99934767	2.416440468	
56.99935068	2.66515538	
56.74934189	2.665165432	
56.74934035	2.53757041	
56.74934189	2.665165432	
56.99935068	2.66515538	
56.99935469	2.998497452	
56.74934589	2.998507446	
56.74934189	2.665165432	
56.5523933	2.665173238	
56.5826689	2.626687646	
56.59433583	2.6118368	
56.65711546	2.581833535	
56.66600462	2.577577571	
56.74934035	2.53757041	
56.74934189	2.665165432	
56.5523933	2.665173238	
56.49933396	2.732438166	
56.5523933	2.665173238	
56.74934189	2.665165432	
56.74934589	2.998507446	
56.49933714	2.99851728	
56.49933396	2.732438166	
56.28761308	2.998525485	
56.33266398	2.942213989	
56.3542394	2.915187454	
56.41599902	2.837613547	
56.42057681	2.83184932	
56.48662811	2.748511281	
56.49933396	2.732438166	
56.49933714	2.99851728	
56.28761308	2.998525485	
56.74934589	2.998507446	
56.99935469	2.998497452	
56.99935868	3.331839575	
56.74934987	3.331849511	
56.74934589	2.998507446	
56.74934987	3.331849511	
56.99935868	3.331839575	
56.99936264	3.665181849	
56.74935382	3.665191725	
56.74934987	3.331849511	
56.74935382	3.665191725	
56.99936264	3.665181849	
56.99936659	3.998524073	
56.74935775	3.99853389	
56.74935382	3.665191725	
56.49933714	2.99851728	
56.74934589	2.998507446	
56.74934987	3.331849511	
56.49934111	3.331859287	
56.49933714	2.99851728	
56.49934111	3.331859287	
56.74934987	3.331849511	
56.74935382	3.665191725	
56.49934506	3.665201443	
56.49934111	3.331859287	
56.49934506	3.665201443	
56.74935382	3.665191725	
56.74935775	3.99853389	
56.49934898	3.998543549	
56.49934506	3.665201443	
56.24932902	3.046253192	
56.28761308	2.998525485	
56.49933714	2.99851728	
56.49934111	3.331859287	
56.24933241	3.331868907	
56.24932902	3.046253192	
56.24933241	3.331868907	
56.49934111	3.331859287	
56.49934506	3.665201443	
56.24933634	3.665211006	
56.24933241	3.331868907	
56.24933634	3.665211006	
56.49934506	3.665201443	
56.49934898	3.998543549	
56.30315603	3.998551021	
56.27937092	3.915216427	
56.25550242	3.831881741	
56.24933805	3.810412011	
56.24933634	3.665211006	
56.08599247	3.248539651	
56.15349102	3.165201633	
56.16599407	3.149725757	
56.22069786	3.081863511	
56.24932902	3.046250392	
56.24933241	3.331868907	
56.1104693	3.331874184	
56.08599247	3.248539651	
56.1104693	3.331874184	
56.24933241	3.331868907	
56.24933634	3.665211006	
56.20750429	3.665212591	
56.18337477	3.581877928	
56.16599847	3.522046525	
56.15915905	3.498543372	
56.13485723	3.415208824	
56.1104693	3.331874184	
56.20750429	3.665212591	
56.24933634	3.665211006	
56.24933805	3.810412011	
56.231545	3.748547162	
56.20750429	3.665212591	
56.74935775	3.99853389	
56.99936659	3.998524073	
56.9993705	4.331866347	
56.74936166	4.331876104	
56.74935775	3.99853389	
56.74936166	4.331876104	
56.9993705	4.331866347	
56.9993744	4.66520877	
56.74936554	4.665218468	
56.74936166	4.331876104	
56.74936554	4.665218468	
56.9993744	4.66520877	
56.99937827	4.998551143	
56.7493694	4.99856078	
56.74936554	4.665218468	
56.49934898	3.998543549	
56.74935775	3.99853389	
56.74936166	4.331876104	
56.49935287	4.331885705	
56.49934898	3.998543549	
56.49935287	4.331885705	
56.74936166	4.331876104	
56.74936554	4.665218468	
56.49935674	4.665228009	
56.49935287	4.331885705	
56.49935674	4.665228009	
56.74936554	4.665218468	
56.7493694	4.99856078	
56.5819468	4.998567147	
56.55917563	4.915232461	
56.53632107	4.831897683	
56.513386	4.748563012	
56.49935712	4.697748281	
56.49935674	4.665228009	
56.30315603	3.998551021	
56.49934898	3.998543549	
56.49935287	4.331885705	
56.3974382	4.331889574	
