seaSurveyName,seaNpdidSurvey,seaPolygonPointNumber,seaPolygonNSDeg,seaPolygonNSMin,seaPolygonNSSec,seaPolygonEWDeg,seaPolygonEWMin,seaPolygonEWSec,datesyncNPD
NPD1203,7667,3,66,34,0.00,12,8,55.00,10.10.2017
NPD1203,7667,4,66,22,0.00,11,56,40.00,10.10.2017
NPD1203,7667,5,66,19,30.00,12,3,40.00,10.10.2017
NPD1203,7667,6,66,13,10.00,11,57,0.00,10.10.2017
NPD1203,7667,7,66,15,40.00,11,50,10.00,10.10.2017
NPD1203,7667,8,66,6,30.00,11,40,45.00,10.10.2017
NPD1203,7667,9,65,37,40.00,11,23,25.00,10.10.2017
NPD1203,7667,10,65,22,20.00,11,8,35.00,10.10.2017
NPD1203,7667,11,64,53,37.00,10,38,45.00,10.10.2017
NPD1203,7667,12,64,48,56.00,10,35,0.00,10.10.2017
NPD1203,7667,13,64,45,45.00,10,34,10.00,10.10.2017
NPD1203,7667,14,64,31,6.00,10,3,30.00,10.10.2017
NPD1203,7667,15,64,31,6.00,9,52,20.00,10.10.2017
NPD1203,7667,16,64,48,10.00,9,52,20.00,10.10.2017
NPD1203,7667,17,64,53,12.00,9,38,0.00,10.10.2017
NPD1203,7667,18,65,9,15.00,9,38,0.00,10.10.2017
NPD1203,7667,19,65,11,2.00,9,52,12.00,10.10.2017
NPD1203,7667,20,65,28,0.00,10,9,10.00,10.10.2017
NPD1203,7667,21,65,41,0.00,10,20,0.00,10.10.2017
NPD1203,7667,22,65,45,10.00,10,11,10.00,10.10.2017
NPD1203,7667,23,65,51,36.00,10,14,30.00,10.10.2017
NPD1203,7667,24,65,52,46.00,10,27,40.00,10.10.2017
NPD1203,7667,25,66,14,45.00,10,46,20.00,10.10.2017
NPD1203,7667,26,66,18,45.00,10,48,50.00,10.10.2017
NPD1203,7667,27,66,33,50.00,11,2,35.00,10.10.2017
NPD1203,7667,28,66,37,10.00,11,1,20.00,10.10.2017
NPD1203,7667,29,66,44,0.00,11,1,0.00,10.10.2017
NPD1203,7667,30,66,56,15.00,11,8,30.00,10.10.2017
NPD1203,7667,31,66,57,25.00,10,55,15.00,10.10.2017
NPD1203,7667,32,67,1,0.00,10,44,10.00,10.10.2017
NPD1203,7667,33,67,25,30.00,11,38,35.00,10.10.2017
NPD1204,7659,1,73,41,9.00,37,0,2.00,10.10.2017
NPD1204,7659,2,75,11,39.00,37,0,2.00,10.10.2017
NPD1204,7659,3,75,47,59.00,38,0,2.00,10.10.2017
NPD1204,7659,4,78,37,27.00,38,0,2.00,10.10.2017
NPD1204,7659,5,79,17,2.00,35,0,0.00,10.10.2017
NPD1204,7659,6,79,28,50.00,35,0,6.00,10.10.2017
NPD1204,7659,7,83,20,0.00,35,0,0.00,10.10.2017
NPD1204,7659,8,83,20,0.00,20,0,0.00,10.10.2017
NPD1204,7659,9,79,0,0.00,29,0,0.00,10.10.2017
NPD1204,7659,10,77,33,53.00,27,14,53.00,10.10.2017
NPD1204,7659,11,76,56,54.00,30,21,7.00,10.10.2017
NPD1204,7659,12,73,33,18.00,27,37,4.00,10.10.2017
NPD1301,7909,1,73,41,9.00,37,0,2.00,10.10.2017
NPD1301,7909,2,75,11,39.00,37,0,20.00,10.10.2017
NPD1301,7909,3,75,47,59.00,38,0,2.00,10.10.2017
NPD1301,7909,4,78,37,27.00,38,0,20.00,10.10.2017
NPD1301,7909,5,79,17,2.00,35,0,0.00,10.10.2017
NPD1301,7909,6,79,41,46.00,34,41,18.00,10.10.2017
NPD1301,7909,7,79,54,14.00,31,15,35.00,10.10.2017
NPD1301,7909,8,78,41,19.00,29,21,56.00,10.10.2017
NPD1301,7909,9,78,31,29.00,24,12,45.00,10.10.2017
NPD1301,7909,10,77,37,33.00,25,29,23.00,10.10.2017
NPD1301,7909,11,75,16,45.00,18,37,38.00,10.10.2017
NPD1301,7909,12,73,41,37.00,24,31,49.00,10.10.2017
NPD14001,8108,1,73,29,30.00,17,20,0.00,10.10.2017
NPD14001,8108,2,74,4,0.00,32,20,0.00,10.10.2017
NPD14001,8108,3,75,30,0.00,37,20,0.00,10.10.2017
NPD14001,8108,4,80,8,0.00,35,30,0.00,10.10.2017
NPD14001,8108,5,79,1,0.00,23,50,0.00,10.10.2017
NPD14001,8108,6,78,30,0.00,22,40,0.00,10.10.2017
NPD14001,8108,7,76,32,0.00,28,8,0.00,10.10.2017
NPD14001,8108,8,76,24,0.00,26,5,0.00,10.10.2017
NPD14001,8108,9,76,18,0.00,24,27,0.00,10.10.2017
NPD14001,8108,10,77,16,0.00,18,15,0.00,10.10.2017
NPD14001,8108,11,75,51,0.00,16,44,0.00,10.10.2017
NPD14001,8108,12,75,41,0.00,14,5,0.00,10.10.2017
NPD15100,8284,1,79,19,0.00,32,21,0.00,10.10.2017
NPD15100,8284,2,79,19,0.00,35,0,0.00,10.10.2017
NPD15100,8284,3,80,42,0.00,35,0,0.00,10.10.2017
NPD15100,8284,4,80,42,0.00,34,32,0.00,10.10.2017
NPD16001,8366,1,74,17,0.00,26,0,0.00,10.10.2017
NPD16001,8366,2,74,13,0.00,29,0,0.00,10.10.2017
NPD16001,8366,3,74,16,0.00,32,50,0.00,10.10.2017
NPD16001,8366,4,79,42,50.00,34,59,30.00,10.10.2017
NPD16001,8366,5,79,52,0.00,31,50,0.00,10.10.2017
NPD16001,8366,6,78,52,0.00,22,20,0.00,10.10.2017
NPD16001,8366,7,77,45,0.00,25,20,0.00,10.10.2017
NPD16001,8366,8,77,10,0.00,23,30,0.00,10.10.2017
NPD16001,8366,9,76,48,0.00,26,10,0.00,10.10.2017
NPD16001,8366,10,76,16,0.00,25,0,0.00,10.10.2017
NPD16002,8371,1,75,41,26.00,34,16,8.00,10.10.2017
NPD16002,8371,2,75,43,22.00,34,23,9.00,10.10.2017
NPD16002,8371,3,75,48,40.00,34,2,24.00,10.10.2017
NPD16002,8371,4,75,46,44.00,33,53,55.00,10.10.2017
NPD16003,8372,1,79,39,41.00,33,20,35.00,10.10.2017
NPD16003,8372,2,79,41,54.00,33,28,48.00,10.10.2017
NPD16003,8372,3,79,46,0.00,32,57,30.00,10.10.2017
NPD16003,8372,4,79,43,45.00,32,48,20.00,10.10.2017
NPD16004,8370,1,79,16,0.00,34,33,40.00,10.10.2017
NPD16004,8370,2,79,16,0.00,34,49,19.00,10.10.2017
NPD16004,8370,3,79,22,59.00,34,49,19.00,10.10.2017
NPD16004,8370,4,79,22,59.00,34,33,40.00,10.10.2017
NPD17001,8519,1,74,32,0.00,20,50,0.00,10.10.2017
NPD17001,8519,2,74,16,0.00,23,15,0.00,10.10.2017
NPD17001,8519,3,74,7,0.00,29,12,0.00,10.10.2017
NPD17001,8519,4,74,12,0.00,31,20,0.00,10.10.2017
NPD17001,8519,5,74,30,0.00,35,49,0.00,10.10.2017
NPD17001,8519,6,76,0,0.00,28,7,0.00,10.10.2017
NPD17001,8519,7,76,20,0.00,25,25,0.00,10.10.2017
NPD17001,8519,8,76,16,0.00,24,53,0.00,10.10.2017
NPD17001,8519,9,76,9,0.00,24,45,0.00,10.10.2017
NPD17001,8519,10,75,40,0.00,22,7,0.00,10.10.2017
NPD-BA-11,7464,1,70,17,30.00,32,10,0.00,10.10.2017
NPD-BA-11,7464,2,73,41,10.00,37,7,0.00,10.10.2017
NPD-BA-11,7464,3,74,33,15.00,37,7,0.00,10.10.2017
NPD-BA-11,7464,4,74,33,15.00,33,4,22.00,10.10.2017
NPD-BA-11,7464,5,74,1,41.00,31,14,34.00,10.10.2017
NPD-BA-11,7464,6,70,17,0.00,31,45,2.00,10.10.2017
NPD-JM-11,7430,1,68,2,30.00,-7,-10,0.00,10.10.2017
NPD-JM-11,7430,2,68,6,0.00,-5,-29,0.00,10.10.2017
NPD-JM-11,7430,3,68,27,19.00,-5,-6,0.00,10.10.2017
NPD-JM-11,7430,4,69,1,0.00,-5,-10,0.00,10.10.2017
NPD-JM-11,7430,5,70,41,0.00,-5,-10,0.00,10.10.2017
NPD-JM-11,7430,6,70,54,30.00,-6,-23,0.00,10.10.2017
NPD-JM-11,7430,7,71,6,30.00,-9,-18,0.00,10.10.2017
NPD-JM-11,7430,8,71,7,30.00,-13,-50,0.00,10.10.2017
NPD-JM-11,7430,9,70,0,0.00,-11,-40,0.00,10.10.2017
NPD-JM-11,7430,10,69,30,0.00,-11,-40,0.00,10.10.2017
NPD-JM-11,7430,11,68,47,0.00,-10,-50,0.00,10.10.2017
NPD-LOF1-09,7076,1,68,53,31.40,13,20,12.03,10.10.2017
NPD-LOF1-09,7076,2,68,49,54.41,13,29,34.77,10.10.2017
NPD-LOF1-09,7076,3,68,40,37.35,13,18,7.11,10.10.2017
NPD-LOF1-09,7076,4,68,35,9.38,13,33,34.14,10.10.2017
NPD-LOF1-09,7076,5,69,21,27.51,16,0,48.71,10.10.2017
NPD-LOF1-09,7076,6,69,34,34.76,15,31,5.28,10.10.2017
NPD-LOF1-09,7076,7,68,53,31.40,13,20,12.03,10.10.2017
NPD-MB-11,7451,1,64,35,0.00,2,20,0.00,10.10.2017
NPD-MB-11,7451,2,64,30,0.00,4,0,0.00,10.10.2017
NPD-MB-11,7451,3,65,0,0.00,4,0,0.00,10.10.2017
NPD-MB-11,7451,4,65,0,0.00,2,20,0.00,10.10.2017
NPD-TRII-09,7077,1,69,35,6.00,16,58,5.00,10.10.2017
NPD-TRII-09,7077,2,70,12,20.00,18,2,30.00,10.10.2017
NPD-TRII-09,7077,3,70,18,35.00,17,31,50.00,10.10.2017
NPD-TRII-09,7077,4,69,46,30.00,16,37,45.00,10.10.2017
NPD-TRII-09,7077,5,69,42,0.00,16,50,0.00,10.10.2017
NSH12,7629,1,72,56,11.42,26,7,5.33,10.10.2017
NSH12,7629,2,72,56,13.30,27,35,12.55,10.10.2017
NSH12,7629,3,72,2,35.85,27,32,39.36,10.10.2017
NSH12,7629,4,72,2,19.22,26,8,36.28,10.10.2017
NSR09 VG,7104,1,64,0,0.00,0,-30,0.00,10.10.2017
NSR09 VG,7104,2,64,15,0.00,0,0,0.00,10.10.2017
NSR09 VG,7104,3,64,0,0.00,1,20,0.00,10.10.2017
NSR09 VG,7104,4,63,45,0.00,3,40,0.00,10.10.2017
NSR09 VG,7104,5,63,15,0.00,3,0,0.00,10.10.2017
NSR09 VG,7104,6,62,45,0.00,0,45,0.00,10.10.2017
NSR09 VGadd,7160,1,61,50,0.00,1,30,0.00,10.10.2017
NSR09 VGadd,7160,2,62,20,0.00,3,30,0.00,10.10.2017
NSR09 VGadd,7160,3,62,5,0.00,4,30,0.00,10.10.2017
NSR09 VGadd,7160,4,61,0,0.00,4,25,0.00,10.10.2017
NSR09 VGadd,7160,5,60,25,0.00,4,45,0.00,10.10.2017
NSR09 VGadd,7160,6,60,25,0.00,2,0,0.00,10.10.2017
NSR10 FR,7281,0,63,30,0.00,1,40,0.00,10.10.2017
NSR10 FR,7281,1,62,50,0.00,0,41,0.00,10.10.2017
NSR10 FR,7281,2,63,53,0.00,0,-30,0.00,10.10.2017
NSR10 FR,7281,3,64,27,0.00,0,-30,0.00,10.10.2017
NSR10 FR,7281,4,64,0,0.00,2,0,0.00,10.10.2017
NSR10 VG,7242,1,61,37,0.00,1,38,0.00,10.10.2017
NSR10 VG,7242,2,62,5,0.00,2,25,0.00,10.10.2017
NSR10 VG,7242,3,62,25,0.00,3,25,0.00,10.10.2017
NSR10 VG,7242,4,62,8,0.00,4,23,0.00,10.10.2017
NSR10 VG,7242,5,61,10,0.00,4,25,0.00,10.10.2017
NSR10 VG,7242,6,60,25,0.00,4,43,0.00,10.10.2017
NSR10 VG,7242,7,60,25,0.00,1,58,0.00,10.10.2017
NSR11 WOS,7422,1,63,53,13.00,0,-29,-26.00,10.10.2017
NSR11 WOS,7422,2,64,16,25.00,0,9,39.00,10.10.2017
NSR11 WOS,7422,3,64,0,0.00,2,8,37.00,10.10.2017
NSR11 WOS,7422,4,63,29,40.00,3,0,0.00,10.10.2017
NSR11 WOS,7422,5,62,44,58.00,0,46,38.00,10.10.2017
NSRD12,7741,1,56,15,0.00,3,2,0.00,10.10.2017
NSRD12,7741,2,56,35,0.00,4,20,0.00,10.10.2017
NSRD12,7741,3,56,50,0.00,5,50,0.00,10.10.2017
NSRD12,7741,4,56,35,0.00,5,0,0.00,10.10.2017
NSRD12,7741,5,56,5,0.00,3,14,0.00,10.10.2017
NX0901,7005,1,61,2,41.21,1,51,11.99,10.10.2017
NX0901,7005,2,60,48,4.47,1,47,53.86,10.10.2017
NX0901,7005,3,60,47,52.26,2,35,0.00,10.10.2017
NX0901,7005,4,60,49,59.93,2,34,59.92,10.10.2017
NX0901,7005,5,60,49,59.61,2,35,59.92,10.10.2017
NX0901,7005,6,60,58,0.39,2,35,59.99,10.10.2017
NX0901,7005,7,60,57,59.86,2,39,58.94,10.10.2017
NX0901,7005,8,61,2,36.20,2,39,59.95,10.10.2017
NX0902,7006,1,60,35,16.99,1,54,26.16,10.10.2017
NX0902,7006,2,60,30,0.39,2,6,0.03,10.10.2017
NX0902,7006,3,60,29,56.62,2,19,59.98,10.10.2017
NX0902,7006,4,60,35,14.19,2,19,57.91,10.10.2017
NX0903,7128,1,61,33,16.00,3,33,36.00,10.10.2017
NX0903,7128,2,61,12,10.00,4,18,12.00,10.10.2017
NX0903,7128,3,60,57,53.00,3,48,43.00,10.10.2017
NX0903,7128,4,61,18,47.00,3,4,7.00,10.10.2017
nx1051,7199,1,60,56,44.17,2,49,56.32,10.10.2017
nx1051,7199,2,60,54,4.90,2,59,34.09,10.10.2017
nx1051,7199,3,60,48,27.50,2,53,2.02,10.10.2017
nx1051,7199,4,60,51,6.30,2,43,25.41,10.10.2017
NX1052,7201,1,61,33,20.91,2,46,57.48,10.10.2017
NX1052,7201,2,61,29,32.93,2,54,57.13,10.10.2017
NX1052,7201,3,61,25,43.89,2,47,0.66,10.10.2017
NX1052,7201,4,61,29,31.41,2,39,1.04,10.10.2017
NX1053,7320,1,61,19,48.38,3,42,21.85,10.10.2017
NX1053,7320,2,61,15,6.67,3,47,50.99,10.10.2017
NX1053,7320,3,61,12,28.16,3,38,6.75,10.10.2017
NX1053,7320,4,61,17,9.48,3,32,36.62,10.10.2017
NX904,7135,1,61,21,53.12,3,44,6.20,10.10.2017
NX904,7135,2,61,17,2.30,3,43,59.40,10.10.2017
NX904,7135,3,61,16,59.10,3,52,56.60,10.10.2017
NX904,7135,4,61,21,50.00,3,53,4.70,10.10.2017
OD0903,7079,1,68,28,34.31,13,55,1.95,10.10.2017
OD0903,7079,2,68,30,0.00,13,57,20.39,10.10.2017
OD0903,7079,3,68,31,37.23,14,0,0.00,10.10.2017
OD0903,7079,4,68,34,39.99,14,5,0.00,10.10.2017
OD0903,7079,5,68,35,0.00,14,5,34.35,10.10.2017
OD0903,7079,6,68,37,40.26,14,10,0.00,10.10.2017
OD0903,7079,7,68,39,22.58,14,12,50.26,10.10.2017
OD0903,7079,8,68,40,0.00,14,13,33.33,10.10.2017
OD0903,7079,9,68,41,15.18,14,15,0.00,10.10.2017
OD0903,7079,10,68,44,42.26,14,18,59.65,10.10.2017
OD0903,7079,11,68,45,0.00,14,19,40.92,10.10.2017
OD0903,7079,12,68,45,8.20,14,20,0.00,10.10.2017
OD0903,7079,13,68,47,16.80,14,25,0.00,10.10.2017
OD0903,7079,14,68,49,24.84,14,30,0.00,10.10.2017
OD0903,7079,15,68,50,0.00,14,31,22.62,10.10.2017
OD0903,7079,16,68,51,32.32,14,35,0.00,10.10.2017
OD0903,7079,17,68,53,39.25,14,40,0.00,10.10.2017
OD0903,7079,18,68,55,0.00,14,43,11.52,10.10.2017
OD0903,7079,19,68,55,45.63,14,45,0.00,10.10.2017
OD0903,7079,20,68,57,51.47,14,50,0.00,10.10.2017
OD0903,7079,21,68,59,13.67,14,53,27.61,10.10.2017
OD0903,7079,22,69,7,38.08,14,4,5.75,10.10.2017
OD0903,7079,23,68,46,20.00,13,17,30.00,10.10.2017
OD0903,7079,24,68,46,0.00,13,10,0.00,10.10.2017
OD0903,7079,25,68,39,44.43,12,58,46.27,10.10.2017
OD0904,7086,1,67,53,12.23,12,38,0.42,10.10.2017
OD0904,7086,2,68,4,45.66,12,45,35.06,10.10.2017
OD0904,7086,3,68,1,56.19,12,54,19.16,10.10.2017
OD0904,7086,4,68,3,1.75,12,55,48.26,10.10.2017
OD0904,7086,5,68,6,4.34,12,46,34.90,10.10.2017
OD0904,7086,6,68,16,47.42,12,53,23.80,10.10.2017
OD0904,7086,7,68,17,2.96,12,50,40.48,10.10.2017
OD0904,7086,8,68,7,10.29,12,43,17.22,10.10.2017
OD0904,7086,9,68,18,59.65,12,7,8.88,10.10.2017
OD0904,7086,10,68,18,19.11,12,5,29.12,10.10.2017
OD0904,7086,11,68,5,40.59,12,42,18.14,10.10.2017
OD0904,7086,12,67,53,30.84,12,34,20.07,10.10.2017
OMV003,7842,1,72,51,57.80,16,15,13.80,10.10.2017
OMV003,7842,2,72,53,18.60,16,20,44.90,10.10.2017
OMV003,7842,3,72,50,39.30,16,27,17.70,10.10.2017
OMV003,7842,4,72,49,29.70,16,21,18.90,10.10.2017
OMV1001,7279,1,64,35,31.00,7,35,28.00,10.10.2017
OMV1001,7279,2,64,35,33.00,7,37,58.00,10.10.2017
OMV1001,7279,3,64,34,28.00,7,38,1.00,10.10.2017
OMV1001,7279,4,64,34,27.00,7,35,31.00,10.10.2017
OMV1002,7278,1,64,43,13.00,7,28,56.00,10.10.2017
OMV1002,7278,2,64,38,36.00,7,25,31.00,10.10.2017
OMV1002,7278,3,64,37,59.00,7,30,20.00,10.10.2017
OMV1002,7278,4,64,42,37.00,7,33,45.00,10.10.2017
OMV1003,7292,1,64,33,11.80,6,5,3.15,10.10.2017
OMV1003,7292,2,64,54,21.02,6,23,57.56,10.10.2017
OMV1003,7292,3,65,15,25.58,6,43,22.02,10.10.2017
OMV1003,7292,4,65,17,4.54,6,33,8.98,10.10.2017
OMV1003,7292,5,65,21,58.17,6,3,10.27,10.10.2017
OMV1003,7292,6,65,11,44.96,5,53,35.07,10.10.2017
OMV1003,7292,7,65,3,32.95,5,45,45.58,10.10.2017
OMV1003,7292,8,64,46,56.06,5,32,8.37,10.10.2017
OMV1003,7292,9,64,36,42.53,5,44,24.12,10.10.2017
OMV1004,7294,1,71,49,31.44,23,10,2.19,10.10.2017
OMV1004,7294,2,71,50,9.74,23,43,27.86,10.10.2017
OMV1004,7294,3,71,47,10.09,23,53,46.53,10.10.2017
OMV1004,7294,4,71,41,24.33,23,53,29.66,10.10.2017
OMV1004,7294,5,71,26,39.27,23,0,48.91,10.10.2017
OMV1004,7294,6,71,38,45.35,22,31,20.34,10.10.2017
OMV11300,7433,1,73,33,5.00,24,1,50.00,10.10.2017
OMV11300,7433,2,73,32,20.00,24,48,15.00,10.10.2017
OMV11300,7433,3,73,18,59.00,24,45,17.00,10.10.2017
OMV11300,7433,4,73,19,44.00,23,59,28.00,10.10.2017
OMV13001,7873,1,65,28,15.00,5,57,43.00,10.10.2017
OMV13001,7873,2,65,15,50.00,7,1,51.00,10.10.2017
OMV13001,7873,3,65,10,59.00,6,56,24.00,10.10.2017
OMV13001,7873,4,65,12,14.00,6,50,20.00,10.10.2017
OMV13001,7873,5,65,3,3.00,6,40,4.00,10.10.2017
OMV13001,7873,6,65,14,31.00,5,42,25.00,10.10.2017
OMV13301,7853,1,72,51,57.80,16,15,13.80,10.10.2017
OMV13301,7853,2,72,53,18.60,16,20,44.90,10.10.2017
OMV13301,7853,3,72,50,39.30,16,27,17.70,10.10.2017
OMV13301,7853,4,72,49,29.70,16,21,18.90,10.10.2017
OMV14250,8114,1,73,30,0.00,24,0,0.00,10.10.2017
OMV14250,8114,2,73,30,0.00,24,40,0.00,10.10.2017
OMV14250,8114,3,73,15,0.00,24,40,0.00,10.10.2017
OMV14250,8114,4,73,15,0.00,24,0,0.00,10.10.2017
OMV14300,8027,1,73,19,38.00,24,56,7.00,10.10.2017
OMV14300,8027,2,73,17,36.00,24,53,40.00,10.10.2017
OMV14300,8027,3,73,21,37.00,24,15,11.00,10.10.2017
OMV14300,8027,4,73,28,23.00,24,0,59.00,10.10.2017
OMV14300,8027,5,73,33,4.00,24,0,0.00,10.10.2017
OMV14300,8027,6,73,32,26.00,24,39,59.00,10.10.2017
OMV14300,8027,7,73,21,9.00,24,50,54.00,10.10.2017
OMV14301,8051,1,66,15,0.00,4,40,0.00,10.10.2017
OMV14301,8051,2,66,15,0.00,4,28,0.00,10.10.2017
OMV14301,8051,3,66,15,0.00,4,22,0.00,10.10.2017
OMV14301,8051,4,66,15,0.00,4,20,0.00,10.10.2017
OMV14301,8051,5,66,30,0.00,4,20,0.00,10.10.2017
OMV14301,8051,6,66,30,0.00,4,32,0.00,10.10.2017
OMV14301,8051,7,66,30,0.00,4,38,0.00,10.10.2017
OMV14301,8051,8,66,30,0.00,4,40,0.00,10.10.2017
OMV14301,8051,9,66,30,0.00,4,52,0.00,10.10.2017
OMV14301,8051,10,66,30,0.00,4,58,0.00,10.10.2017
OMV14301,8051,11,66,30,0.00,5,0,0.00,10.10.2017
OMV14301,8051,12,66,15,0.00,5,0,0.00,10.10.2017
OMV14301,8051,13,66,15,0.00,4,48,0.00,10.10.2017
OMV14301,8051,14,66,15,0.00,4,42,0.00,10.10.2017
OMV14301,8051,15,66,15,0.00,4,40,0.00,10.10.2017
OMV14302,8052,1,67,0,0.00,5,20,0.00,10.10.2017
OMV14302,8052,2,66,45,0.00,5,20,0.00,10.10.2017
OMV14302,8052,3,66,45,0.00,5,8,0.00,10.10.2017
OMV14302,8052,4,66,45,0.00,5,2,0.00,10.10.2017
OMV14302,8052,5,66,45,0.00,5,0,0.00,10.10.2017
OMV14302,8052,6,67,0,0.00,5,0,0.00,10.10.2017
OMV14302,8052,7,67,0,0.00,5,12,0.00,10.10.2017
OMV14302,8052,8,67,0,0.00,5,18,0.00,10.10.2017
OMV14302,8052,9,67,0,0.00,5,20,0.00,10.10.2017
OMV17300,8429,1,65,10,54.00,6,27,37.00,10.10.2017
OMV17300,8429,2,65,9,50.00,6,28,19.00,10.10.2017
OMV17300,8429,3,65,9,51.00,6,28,26.00,10.10.2017
OMV17300,8429,4,65,10,53.00,6,27,46.00,10.10.2017
OMV17300,8429,5,65,10,37.00,6,29,44.00,10.10.2017
OMV17300,8429,6,65,15,29.00,6,33,27.00,10.10.2017
OMV17300,8429,7,65,17,3.00,6,21,49.00,10.10.2017
OMV17300,8429,8,65,12,10.00,6,18,8.00,10.10.2017
ORG-1201,7717,1,57,14,56.00,3,12,16.00,10.10.2017
ORG-1201,7717,2,56,44,52.00,4,9,24.00,10.10.2017
ORG-1201,7717,3,56,29,2.00,4,9,11.00,10.10.2017
ORG-1201,7717,4,56,28,18.00,3,27,31.00,10.10.2017
ORG-1201,7717,5,56,51,38.00,2,29,16.00,10.10.2017
ORG-1201,7717,6,57,14,52.00,2,29,12.00,10.10.2017
ORG-1202,7718,1,58,38,8.00,4,4,23.00,10.10.2017
ORG-1202,7718,2,58,8,29.00,4,4,43.00,10.10.2017
ORG-1202,7718,3,58,8,18.00,3,10,4.00,10.10.2017
ORG-1202,7718,4,58,38,6.00,3,10,3.00,10.10.2017
ORG-1203,7719,1,60,14,55.00,3,16,0.00,10.10.2017
ORG-1203,7719,2,59,33,26.00,3,16,0.00,10.10.2017
ORG-1203,7719,3,59,33,23.00,2,19,52.00,10.10.2017
ORG-1203,7719,4,60,15,1.00,2,19,51.00,10.10.2017
ORG1204,7736,1,61,5,0.00,3,50,10.00,10.10.2017
ORG1204,7736,2,60,53,10.00,3,50,10.00,10.10.2017
ORG1204,7736,3,60,53,10.00,3,15,0.00,10.10.2017
ORG1204,7736,4,61,5,0.00,3,15,0.00,10.10.2017
ORG-1205,7754,1,65,30,0.00,7,40,0.00,10.10.2017
ORG-1205,7754,2,64,45,0.00,7,40,0.00,10.10.2017
ORG-1205,7754,3,64,45,0.00,6,0,0.00,10.10.2017
ORG-1205,7754,4,65,30,0.00,6,0,0.00,10.10.2017
ORG-1206,7755,1,70,12,0.00,17,47,0.00,10.10.2017
ORG-1206,7755,2,70,10,0.00,16,48,0.00,10.10.2017
ORG-1206,7755,3,70,34,0.00,16,41,0.00,10.10.2017
ORG-1206,7755,4,70,35,0.00,17,43,0.00,10.10.2017
ORG-1207,7756,1,72,40,0.00,27,30,0.00,10.10.2017
ORG-1207,7756,2,71,55,0.00,25,0,0.00,10.10.2017
ORG-1207,7756,3,71,55,0.00,17,20,0.00,10.10.2017
ORG-1207,7756,4,73,45,0.00,17,20,0.00,10.10.2017
ORG-1207,7756,5,73,45,0.00,23,0,0.00,10.10.2017
ORG-1207,7756,6,73,15,0.00,27,30,0.00,10.10.2017
ORG-1301,7901,1,57,14,42.27,5,34,17.99,10.10.2017
ORG-1301,7901,2,57,15,17.15,4,16,8.11,10.10.2017
ORG-1301,7901,3,57,58,28.83,3,59,57.41,10.10.2017
ORG-1301,7901,4,57,59,13.75,5,15,56.07,10.10.2017
ORG-1302,7895,1,56,40,0.00,4,20,0.00,10.10.2017
ORG-1302,7895,2,56,40,0.00,2,34,0.00,10.10.2017
ORG-1302,7895,3,57,28,0.00,2,12,0.00,10.10.2017
ORG-1302,7895,4,57,28,0.00,3,51,0.00,10.10.2017
ORG-1303,7896,1,59,23,0.00,3,5,0.00,10.10.2017
ORG-1303,7896,2,59,23,0.00,2,15,0.00,10.10.2017
ORG-1303,7896,3,59,55,0.00,2,15,0.00,10.10.2017
ORG-1303,7896,4,59,55,0.00,3,5,0.00,10.10.2017
ORG-1304,7897,1,61,0,0.00,4,27,0.00,10.10.2017
ORG-1304,7897,2,61,0,0.00,1,51,0.00,10.10.2017
ORG-1304,7897,3,62,10,0.00,1,15,0.00,10.10.2017
ORG-1304,7897,4,62,10,0.00,4,27,0.00,10.10.2017
ORG-1305,7898,1,65,37,0.00,8,25,0.00,10.10.2017
ORG-1305,7898,2,63,26,0.00,6,58,0.00,10.10.2017
ORG-1305,7898,3,63,23,0.00,5,2,0.00,10.10.2017
ORG-1305,7898,4,65,35,0.00,6,21,0.00,10.10.2017
ORG-1306,7918,1,60,21,48.00,4,26,36.00,10.10.2017
ORG-1306,7918,2,60,21,49.00,3,21,11.00,10.10.2017
ORG-1306,7918,3,60,55,12.00,3,20,49.00,10.10.2017
ORG-1306,7918,4,60,54,38.00,4,26,3.00,10.10.2017
ORG-1307,7929,1,56,11,55.00,3,38,1.00,10.10.2017
ORG-1307,7929,2,56,5,11.00,3,14,55.00,10.10.2017
ORG-1307,7929,3,56,25,13.00,2,49,55.00,10.10.2017
ORG-1307,7929,4,56,28,59.00,3,10,37.00,10.10.2017
ORG-1308,7938,1,58,14,57.00,2,19,54.19,10.10.2017
ORG-1308,7938,2,57,47,57.00,2,19,54.24,10.10.2017
ORG-1308,7938,3,57,47,57.00,2,1,1.70,10.10.2017
ORG-1308,7938,4,57,54,15.00,1,57,48.20,10.10.2017
ORG-1308,7938,5,58,14,57.00,1,38,55.00,10.10.2017
ORG14250,8022,1,74,39,26.00,27,8,59.00,10.10.2017
ORG14250,8022,2,72,21,16.00,27,8,59.00,10.10.2017
ORG14250,8022,3,72,21,16.00,19,0,0.00,10.10.2017
ORG14250,8022,4,74,39,26.00,19,0,0.00,10.10.2017
ORG14251,8056,1,56,42,23.00,3,30,6.00,10.10.2017
ORG14251,8056,2,56,41,57.00,2,53,55.00,10.10.2017
ORG14251,8056,3,57,0,0.00,2,20,0.00,10.10.2017
ORG14251,8056,4,57,35,57.00,1,50,14.00,10.10.2017
ORG14251,8056,5,57,35,57.00,3,35,9.00,10.10.2017
ORG14252,8057,1,58,1,21.00,2,58,46.00,10.10.2017
